Date of Occurrence,Time of Occurrence,City,Crime Description,Victim Age,Victim Gender,Crime Domain
2022-04-07,01:01,Bangalore,HOMICIDE,46,F,Other Crime
2022-04-07,04:15,Hyderabad,DRUG OFFENSE,43,X,Other Crime
2022-04-07,13:13,Delhi,KIDNAPPING,47,M,Other Crime
2022-04-07,17:49,Jaipur,ROBBERY,40,F,Violent Crime
2022-04-07,07:08,Chennai,KIDNAPPING,36,M,Other Crime
2022-04-07,02:58,Kolkata,SEXUAL ASSAULT,69,F,Violent Crime
2022-05-07,17:46,Kanpur,HOMICIDE,35,F,Other Crime
2022-05-07,16:48,Pune,CYBERCRIME,37,X,Other Crime
2022-05-07,15:41,Indore,CYBERCRIME,34,X,Other Crime
2022-05-07,10:40,Delhi,DOMESTIC VIOLENCE,26,X,Violent Crime
2022-05-07,16:03,Kolkata,KIDNAPPING,70,F,Other Crime
2022-05-07,00:54,Ahmedabad,BURGLARY,26,M,Other Crime
2022-05-07,15:45,Bangalore,VEHICLE - STOLEN,38,F,Violent Crime
2022-05-07,11:08,Ahmedabad,ASSAULT,71,X,Violent Crime
2022-05-07,14:39,Mumbai,VEHICLE - STOLEN,62,X,Violent Crime
2022-05-07,07:44,Delhi,DOMESTIC VIOLENCE,53,X,Violent Crime
2022-05-07,13:56,Mumbai,CYBERCRIME,26,M,Other Crime
2022-05-07,10:59,Bangalore,VEHICLE - STOLEN,75,M,Violent Crime
2022-06-07,06:42,Chennai,DRUG OFFENSE,58,F,Other Crime
2022-06-07,02:50,Hyderabad,VEHICLE - STOLEN,30,X,Violent Crime
2022-06-07,16:33,Delhi,ROBBERY,78,X,Violent Crime
2022-06-07,02:38,Mumbai,VEHICLE - STOLEN,14,F,Violent Crime
2022-06-07,03:50,Varanasi,BURGLARY,51,X,Other Crime
2022-06-07,15:42,Ahmedabad,KIDNAPPING,44,X,Other Crime
2022-06-07,03:34,Srinagar,ASSAULT,21,X,Violent Crime
2022-06-07,08:06,Hyderabad,KIDNAPPING,46,X,Other Crime
2022-06-07,19:23,Kolkata,ASSAULT,32,M,Violent Crime
2022-07-07,14:31,Kanpur,KIDNAPPING,66,M,Other Crime
2022-07-07,01:35,Jaipur,ASSAULT,77,X,Violent Crime
2022-07-07,08:28,Delhi,HOMICIDE,25,X,Other Crime
2022-07-07,02:32,Delhi,CYBERCRIME,45,X,Other Crime
2022-07-07,03:43,Hyderabad,ASSAULT,66,M,Violent Crime
2022-07-07,22:42,Kanpur,HOMICIDE,41,F,Other Crime
2022-07-07,16:03,Mumbai,ASSAULT,17,M,Violent Crime
2022-07-07,17:13,Bhopal,HOMICIDE,47,X,Other Crime
2022-07-07,23:38,Vasai,KIDNAPPING,24,M,Other Crime
2022-07-07,14:53,Delhi,DRUG OFFENSE,75,M,Other Crime
2022-07-07,16:05,Pune,DOMESTIC VIOLENCE,22,F,Violent Crime
2022-08-07,07:35,Hyderabad,VEHICLE - STOLEN,20,M,Violent Crime
2022-08-07,02:39,Chennai,ASSAULT,26,X,Violent Crime
2022-08-07,01:45,Jaipur,ROBBERY,78,F,Violent Crime
2022-08-07,11:28,Pune,CYBERCRIME,75,X,Other Crime
2022-08-07,09:16,Chennai,ASSAULT,17,X,Violent Crime
2022-08-07,04:22,Delhi,CYBERCRIME,58,X,Other Crime
2022-08-07,15:05,Bhopal,CYBERCRIME,74,F,Other Crime
2022-08-07,13:02,Patna,HOMICIDE,43,X,Other Crime
2022-08-07,11:55,Delhi,ROBBERY,73,F,Violent Crime
2022-08-07,09:23,Mumbai,KIDNAPPING,29,X,Other Crime
2022-08-07,08:06,Delhi,HOMICIDE,35,F,Other Crime
2022-09-07,14:20,Kolkata,BURGLARY,47,X,Other Crime
2022-09-07,15:32,Delhi,DRUG OFFENSE,10,X,Other Crime
2022-09-07,23:32,Jaipur,CYBERCRIME,10,M,Other Crime
2022-09-07,10:53,Kalyan,ROBBERY,24,F,Violent Crime
2022-09-07,07:37,Nagpur,BURGLARY,11,F,Other Crime
2022-09-07,07:09,Delhi,ASSAULT,38,M,Violent Crime
2022-09-07,01:19,Mumbai,ROBBERY,76,M,Violent Crime
2022-09-07,03:59,Delhi,ASSAULT,14,M,Violent Crime
2022-09-07,13:17,Vasai,ASSAULT,27,X,Violent Crime
2022-09-07,22:02,Bangalore,KIDNAPPING,66,X,Other Crime
2022-09-07,10:32,Kanpur,ROBBERY,37,X,Violent Crime
2022-09-07,03:48,Indore,ASSAULT,63,X,Violent Crime
2022-09-07,04:20,Kolkata,CYBERCRIME,11,F,Other Crime
2022-10-07,12:14,Hyderabad,ASSAULT,11,F,Violent Crime
2022-10-07,15:16,Chennai,ROBBERY,24,F,Violent Crime
2022-10-07,16:48,Ghaziabad,ROBBERY,34,X,Violent Crime
2022-10-07,18:40,Mumbai,ROBBERY,61,F,Violent Crime
2022-10-07,03:59,Kolkata,ASSAULT,43,F,Violent Crime
2022-10-07,18:49,Delhi,CYBERCRIME,49,X,Other Crime
2022-10-07,17:55,Ghaziabad,ASSAULT,74,M,Violent Crime
2022-10-07,00:22,Delhi,CYBERCRIME,71,F,Other Crime
2022-11-07,01:00,Bangalore,BURGLARY,34,X,Other Crime
2022-11-07,21:24,Chennai,VEHICLE - STOLEN,51,X,Violent Crime
2022-11-07,16:57,Hyderabad,ROBBERY,50,M,Violent Crime
2022-11-07,04:05,Varanasi,DOMESTIC VIOLENCE,41,M,Violent Crime
2022-11-07,22:05,Kolkata,BURGLARY,10,X,Other Crime
2022-11-07,03:51,Hyderabad,ASSAULT,16,X,Violent Crime
2022-11-07,23:31,Jaipur,SEXUAL ASSAULT,59,F,Violent Crime
2022-11-07,09:50,Bangalore,KIDNAPPING,54,F,Other Crime
2022-11-07,01:51,Pune,DOMESTIC VIOLENCE,31,F,Violent Crime
2022-11-07,16:16,Lucknow,ROBBERY,46,X,Violent Crime
2022-12-07,05:45,Ahmedabad,CYBERCRIME,50,F,Other Crime
2022-12-07,20:30,Vasai,CYBERCRIME,20,X,Other Crime
2022-12-07,14:26,Jaipur,ROBBERY,21,F,Violent Crime
2022-12-07,02:34,Delhi,CYBERCRIME,33,F,Other Crime
2022-12-07,18:33,Nashik,KIDNAPPING,17,M,Other Crime
2022-12-07,14:31,Kolkata,DRUG OFFENSE,53,F,Other Crime
2022-12-07,18:41,Nashik,KIDNAPPING,70,M,Other Crime
2022-12-07,20:53,Chennai,KIDNAPPING,23,X,Other Crime
2022-12-07,06:49,Chennai,BURGLARY,46,M,Other Crime
2022-12-07,04:12,Chennai,BURGLARY,17,M,Other Crime
2022-12-07,01:09,Hyderabad,ASSAULT,15,F,Violent Crime
2022-12-07,20:22,Lucknow,VEHICLE - STOLEN,15,X,Violent Crime
2022-01-08,17:29,Delhi,DOMESTIC VIOLENCE,55,M,Violent Crime
2022-01-08,19:40,Ahmedabad,ROBBERY,13,F,Violent Crime
2022-01-08,06:00,Bangalore,SEXUAL ASSAULT,60,M,Violent Crime
2022-01-08,17:32,Kolkata,CYBERCRIME,24,M,Other Crime
2022-01-08,18:31,Pune,ASSAULT,16,F,Violent Crime
2022-01-08,23:27,Kanpur,DRUG OFFENSE,30,X,Other Crime
2022-02-08,06:22,Pune,BURGLARY,55,M,Other Crime
2022-02-08,19:24,Kanpur,DOMESTIC VIOLENCE,53,M,Violent Crime
2022-02-08,21:47,Surat,VEHICLE - STOLEN,31,M,Violent Crime
2022-02-08,03:21,Lucknow,ASSAULT,25,M,Violent Crime
2022-02-08,05:17,Delhi,HOMICIDE,69,M,Other Crime
2022-02-08,19:37,Visakhapatnam,BURGLARY,36,X,Other Crime
2022-02-08,15:39,Mumbai,SEXUAL ASSAULT,30,X,Violent Crime
2022-02-08,12:06,Mumbai,CYBERCRIME,39,M,Other Crime
2022-02-08,15:45,Delhi,ROBBERY,60,X,Violent Crime
2022-02-08,03:41,Agra,VEHICLE - STOLEN,50,M,Violent Crime
2022-03-08,11:05,Hyderabad,HOMICIDE,55,M,Other Crime
2022-03-08,18:55,Bangalore,SEXUAL ASSAULT,56,M,Violent Crime
2022-03-08,20:55,Hyderabad,VEHICLE - STOLEN,68,F,Violent Crime
2022-03-08,17:41,Delhi,DOMESTIC VIOLENCE,62,X,Violent Crime
2022-03-08,17:22,Indore,ASSAULT,53,F,Violent Crime
2022-03-08,13:50,Mumbai,ROBBERY,49,F,Violent Crime
2022-03-08,07:40,Chennai,DRUG OFFENSE,29,M,Other Crime
2022-04-08,08:36,Nagpur,CYBERCRIME,67,M,Other Crime
2022-04-08,22:16,Delhi,ROBBERY,10,M,Violent Crime
2022-04-08,00:25,Delhi,DRUG OFFENSE,35,X,Other Crime
2022-04-08,02:33,Ghaziabad,ROBBERY,66,M,Violent Crime
2022-04-08,11:27,Chennai,SEXUAL ASSAULT,65,F,Violent Crime
2022-04-08,23:52,Delhi,BURGLARY,64,M,Other Crime
2022-04-08,14:51,Vasai,DRUG OFFENSE,59,F,Other Crime
2022-04-08,12:22,Jaipur,CYBERCRIME,18,F,Other Crime
2022-04-08,13:55,Delhi,DOMESTIC VIOLENCE,34,X,Violent Crime
2022-04-08,15:18,Nagpur,CYBERCRIME,52,F,Other Crime
2022-04-08,20:55,Kanpur,CYBERCRIME,71,X,Other Crime
2022-04-08,23:12,Delhi,SEXUAL ASSAULT,46,F,Violent Crime
2022-04-08,01:42,Vasai,KIDNAPPING,71,X,Other Crime
2022-05-08,02:28,Delhi,DRUG OFFENSE,24,F,Other Crime
2022-05-08,02:07,Kolkata,SEXUAL ASSAULT,18,F,Violent Crime
2022-05-08,12:24,Delhi,HOMICIDE,28,X,Other Crime
2022-05-08,06:45,Mumbai,KIDNAPPING,21,X,Other Crime
2022-05-08,19:51,Bangalore,HOMICIDE,10,F,Other Crime
2022-05-08,19:18,Bangalore,SEXUAL ASSAULT,70,F,Violent Crime
2022-05-08,02:33,Ahmedabad,VEHICLE - STOLEN,24,M,Violent Crime
2022-05-08,06:32,Bangalore,ASSAULT,18,X,Violent Crime
2022-05-08,04:53,Varanasi,DRUG OFFENSE,73,X,Other Crime
2022-06-08,20:34,Delhi,DRUG OFFENSE,52,M,Other Crime
2022-06-08,10:05,Delhi,DOMESTIC VIOLENCE,44,F,Violent Crime
2022-06-08,16:28,Agra,ROBBERY,74,F,Violent Crime
2022-06-08,22:34,Hyderabad,HOMICIDE,75,M,Other Crime
2022-06-08,10:47,Hyderabad,ASSAULT,36,M,Violent Crime
2022-06-08,02:11,Rajkot,DOMESTIC VIOLENCE,69,X,Violent Crime
2022-06-08,16:39,Kalyan,ASSAULT,42,M,Violent Crime
2022-06-08,09:33,Chennai,CYBERCRIME,53,M,Other Crime
2022-06-08,23:26,Kanpur,HOMICIDE,74,M,Other Crime
2022-06-08,00:43,Delhi,ROBBERY,40,X,Violent Crime
2022-06-08,03:46,Bangalore,HOMICIDE,43,F,Other Crime
2022-06-08,12:27,Mumbai,ROBBERY,78,X,Violent Crime
2022-07-08,03:01,Vasai,BURGLARY,55,X,Other Crime
2022-07-08,01:18,Mumbai,KIDNAPPING,28,F,Other Crime
2022-07-08,06:16,Thane,VEHICLE - STOLEN,10,M,Violent Crime
2022-07-08,01:27,Chennai,DOMESTIC VIOLENCE,50,X,Violent Crime
2022-07-08,03:55,Pune,CYBERCRIME,13,M,Other Crime
2022-07-08,09:32,Jaipur,ASSAULT,39,X,Violent Crime
2022-07-08,10:23,Thane,ROBBERY,53,F,Violent Crime
2022-07-08,04:50,Hyderabad,SEXUAL ASSAULT,18,F,Violent Crime
2022-07-08,16:42,Mumbai,ASSAULT,72,M,Violent Crime
2022-07-08,23:13,Delhi,ROBBERY,38,M,Violent Crime
2022-07-08,15:14,Visakhapatnam,KIDNAPPING,77,M,Other Crime
2022-07-08,13:16,Kanpur,ROBBERY,70,M,Violent Crime
2022-07-08,07:02,Hyderabad,BURGLARY,22,M,Other Crime
2022-07-08,18:25,Srinagar,VEHICLE - STOLEN,63,F,Violent Crime
2022-07-08,01:15,Mumbai,BURGLARY,72,F,Other Crime
2022-07-08,22:35,Kolkata,DOMESTIC VIOLENCE,43,F,Violent Crime
2022-08-08,03:58,Rajkot,HOMICIDE,73,F,Other Crime
2022-08-08,10:12,Srinagar,BURGLARY,30,M,Other Crime
2022-08-08,08:45,Mumbai,SEXUAL ASSAULT,39,X,Violent Crime
2022-08-08,13:52,Hyderabad,VEHICLE - STOLEN,24,X,Violent Crime
2022-08-08,23:11,Lucknow,KIDNAPPING,76,X,Other Crime
2022-08-08,20:36,Kalyan,SEXUAL ASSAULT,63,M,Violent Crime
2022-08-08,09:14,Srinagar,DRUG OFFENSE,63,X,Other Crime
2022-08-08,02:35,Kanpur,KIDNAPPING,72,F,Other Crime
2022-08-08,11:22,Nashik,ASSAULT,77,F,Violent Crime
2022-08-08,11:25,Visakhapatnam,KIDNAPPING,37,F,Other Crime
2022-08-08,14:26,Delhi,ASSAULT,38,F,Violent Crime
2022-09-08,20:36,Lucknow,DOMESTIC VIOLENCE,13,X,Violent Crime
2022-09-08,19:57,Chennai,VEHICLE - STOLEN,27,F,Violent Crime
2022-09-08,00:52,Jaipur,CYBERCRIME,47,F,Other Crime
2022-09-08,15:47,Delhi,ROBBERY,39,X,Violent Crime
2022-09-08,20:03,Mumbai,DOMESTIC VIOLENCE,72,X,Violent Crime
2022-09-08,14:11,Chennai,DOMESTIC VIOLENCE,42,F,Violent Crime
2022-09-08,06:26,Chennai,DRUG OFFENSE,12,X,Other Crime
2022-09-08,07:46,Kanpur,ASSAULT,14,X,Violent Crime
2022-09-08,09:18,Agra,HOMICIDE,13,F,Other Crime
2022-09-08,00:31,Chennai,ASSAULT,26,X,Violent Crime
2022-10-08,07:57,Thane,CYBERCRIME,44,F,Other Crime
2022-10-08,12:04,Pune,KIDNAPPING,22,X,Other Crime
2022-10-08,05:11,Delhi,ROBBERY,49,X,Violent Crime
2022-10-08,10:09,Ahmedabad,DRUG OFFENSE,27,X,Other Crime
2022-10-08,05:53,Bangalore,HOMICIDE,41,F,Other Crime
2022-10-08,20:09,Delhi,BURGLARY,12,F,Other Crime
2022-10-08,19:08,Delhi,ASSAULT,34,M,Violent Crime
2022-10-08,19:11,Chennai,SEXUAL ASSAULT,11,M,Violent Crime
2022-10-08,03:33,Agra,HOMICIDE,64,X,Other Crime
2022-10-08,16:20,Nagpur,SEXUAL ASSAULT,66,F,Violent Crime
2022-10-08,04:29,Surat,ROBBERY,43,M,Violent Crime
2022-10-08,10:01,Indore,ROBBERY,18,X,Violent Crime
2022-10-08,04:50,Pune,DOMESTIC VIOLENCE,30,X,Violent Crime
2022-10-08,10:22,Jaipur,SEXUAL ASSAULT,27,F,Violent Crime
2022-10-08,15:14,Pune,HOMICIDE,32,F,Other Crime
2022-11-08,11:35,Hyderabad,SEXUAL ASSAULT,54,M,Violent Crime
2022-11-08,13:04,Delhi,VEHICLE - STOLEN,71,F,Violent Crime
2022-11-08,17:41,Indore,DOMESTIC VIOLENCE,55,M,Violent Crime
2022-11-08,20:18,Bangalore,ROBBERY,46,M,Violent Crime
2022-11-08,03:38,Ghaziabad,VEHICLE - STOLEN,66,X,Violent Crime
2022-11-08,02:04,Delhi,BURGLARY,46,F,Other Crime
2022-11-08,15:23,Agra,CYBERCRIME,32,F,Other Crime
2022-11-08,09:51,Kolkata,VEHICLE - STOLEN,49,X,Violent Crime
2022-11-08,03:00,Ahmedabad,HOMICIDE,67,M,Other Crime
2022-11-08,18:20,Ghaziabad,DOMESTIC VIOLENCE,29,F,Violent Crime
2022-11-08,10:17,Kolkata,ROBBERY,46,F,Violent Crime
2022-11-08,17:38,Delhi,HOMICIDE,35,F,Other Crime
2022-11-08,06:36,Mumbai,VEHICLE - STOLEN,39,F,Violent Crime
2022-11-08,23:54,Chennai,VEHICLE - STOLEN,58,F,Violent Crime
2022-11-08,09:43,Bangalore,BURGLARY,56,F,Other Crime
2022-12-08,15:20,Rajkot,SEXUAL ASSAULT,58,X,Violent Crime
2022-12-08,04:37,Chennai,DRUG OFFENSE,70,F,Other Crime
2022-12-08,12:52,Hyderabad,HOMICIDE,25,M,Other Crime
2022-12-08,14:22,Visakhapatnam,HOMICIDE,77,X,Other Crime
2022-12-08,09:28,Kolkata,ASSAULT,18,X,Violent Crime
2022-12-08,12:15,Delhi,DRUG OFFENSE,73,F,Other Crime
2022-12-08,13:24,Srinagar,CYBERCRIME,40,F,Other Crime
2022-12-08,17:52,Ghaziabad,DOMESTIC VIOLENCE,52,F,Violent Crime
2022-12-08,22:31,Delhi,DOMESTIC VIOLENCE,76,M,Violent Crime
2022-12-08,17:56,Hyderabad,KIDNAPPING,60,M,Other Crime
2022-01-09,19:43,Bangalore,DRUG OFFENSE,68,F,Other Crime
2022-01-09,04:57,Ghaziabad,ROBBERY,26,X,Violent Crime
2022-01-09,04:59,Kalyan,HOMICIDE,12,X,Other Crime
2022-01-09,05:07,Faridabad,VEHICLE - STOLEN,48,F,Violent Crime
2022-01-09,23:56,Bhopal,ASSAULT,59,F,Violent Crime
2022-01-09,07:56,Mumbai,HOMICIDE,76,X,Other Crime
2022-01-09,08:53,Kolkata,DRUG OFFENSE,43,X,Other Crime
2022-01-09,14:38,Bangalore,SEXUAL ASSAULT,26,X,Violent Crime
2022-01-09,22:45,Vasai,SEXUAL ASSAULT,78,F,Violent Crime
2022-01-09,11:22,Ghaziabad,ROBBERY,14,M,Violent Crime
2022-02-09,18:09,Delhi,VEHICLE - STOLEN,56,F,Violent Crime
2022-02-09,06:49,Mumbai,DRUG OFFENSE,33,F,Other Crime
2022-02-09,14:11,Delhi,SEXUAL ASSAULT,64,F,Violent Crime
2022-02-09,01:44,Kanpur,ASSAULT,41,X,Violent Crime
2022-02-09,23:34,Mumbai,ASSAULT,65,X,Violent Crime
2022-02-09,15:46,Lucknow,KIDNAPPING,71,M,Other Crime
2022-02-09,22:41,Agra,KIDNAPPING,25,M,Other Crime
2022-03-09,04:37,Bangalore,ASSAULT,46,X,Violent Crime
2022-03-09,22:29,Mumbai,SEXUAL ASSAULT,23,M,Violent Crime
2022-03-09,17:25,Hyderabad,SEXUAL ASSAULT,19,X,Violent Crime
2022-03-09,12:04,Lucknow,CYBERCRIME,36,M,Other Crime
2022-03-09,10:26,Nashik,DOMESTIC VIOLENCE,25,M,Violent Crime
2022-03-09,14:50,Thane,HOMICIDE,66,M,Other Crime
2022-03-09,13:56,Bangalore,SEXUAL ASSAULT,68,X,Violent Crime
2022-03-09,07:39,Mumbai,ROBBERY,59,M,Violent Crime
2022-03-09,18:41,Chennai,ASSAULT,69,X,Violent Crime
2022-03-09,10:02,Delhi,DOMESTIC VIOLENCE,26,M,Violent Crime
2022-03-09,05:01,Visakhapatnam,BURGLARY,26,M,Other Crime
2022-03-09,14:23,Kolkata,DRUG OFFENSE,65,F,Other Crime
2022-03-09,09:14,Chennai,ROBBERY,19,X,Violent Crime
2022-04-09,19:59,Bangalore,SEXUAL ASSAULT,29,M,Violent Crime
2022-04-09,10:29,Chennai,ROBBERY,70,M,Violent Crime
2022-04-09,01:51,Kanpur,DOMESTIC VIOLENCE,42,F,Violent Crime
2022-04-09,15:51,Mumbai,HOMICIDE,15,M,Other Crime
2022-04-09,17:34,Varanasi,ASSAULT,25,X,Violent Crime
2022-04-09,16:51,Nashik,DOMESTIC VIOLENCE,67,X,Violent Crime
2022-04-09,01:36,Nagpur,DOMESTIC VIOLENCE,54,X,Violent Crime
2022-04-09,21:03,Hyderabad,HOMICIDE,70,X,Other Crime
2022-04-09,19:35,Kolkata,DOMESTIC VIOLENCE,58,F,Violent Crime
2022-04-09,09:49,Delhi,SEXUAL ASSAULT,31,F,Violent Crime
2022-04-09,02:25,Mumbai,BURGLARY,41,F,Other Crime
2022-04-09,08:40,Lucknow,DRUG OFFENSE,42,F,Other Crime
2022-05-09,01:46,Indore,ASSAULT,12,F,Violent Crime
2022-05-09,10:18,Ahmedabad,DOMESTIC VIOLENCE,25,F,Violent Crime
2022-05-09,04:55,Pune,DRUG OFFENSE,70,F,Other Crime
2022-05-09,01:46,Nagpur,KIDNAPPING,68,M,Other Crime
2022-05-09,22:52,Surat,DOMESTIC VIOLENCE,18,X,Violent Crime
2022-05-09,22:25,Mumbai,VEHICLE - STOLEN,79,F,Violent Crime
2022-05-09,05:51,Thane,VEHICLE - STOLEN,60,F,Violent Crime
2022-05-09,23:49,Bangalore,ASSAULT,20,F,Violent Crime
2022-05-09,22:12,Delhi,BURGLARY,19,F,Other Crime
2022-05-09,01:39,Nagpur,SEXUAL ASSAULT,71,F,Violent Crime
2022-05-09,14:26,Delhi,DOMESTIC VIOLENCE,45,M,Violent Crime
2022-05-09,03:06,Bangalore,BURGLARY,60,M,Other Crime
2022-05-09,10:14,Thane,BURGLARY,45,X,Other Crime
2022-05-09,23:36,Faridabad,ROBBERY,44,F,Violent Crime
2022-05-09,18:46,Delhi,KIDNAPPING,44,M,Other Crime
2022-05-09,00:39,Lucknow,BURGLARY,32,M,Other Crime
2022-06-09,21:38,Bangalore,KIDNAPPING,78,F,Other Crime
2022-06-09,22:04,Delhi,BURGLARY,30,M,Other Crime
2022-06-09,19:12,Delhi,DRUG OFFENSE,19,X,Other Crime
2022-06-09,22:51,Delhi,ASSAULT,13,X,Violent Crime
2022-06-09,08:49,Bangalore,DRUG OFFENSE,19,M,Other Crime
2022-06-09,03:37,Nashik,DRUG OFFENSE,28,M,Other Crime
2022-06-09,10:32,Mumbai,HOMICIDE,64,F,Other Crime
2022-06-09,16:07,Indore,BURGLARY,75,F,Other Crime
2022-06-09,19:48,Hyderabad,CYBERCRIME,61,X,Other Crime
2022-06-09,01:24,Pune,HOMICIDE,70,M,Other Crime
2022-06-09,00:58,Pune,KIDNAPPING,77,M,Other Crime
2022-06-09,22:25,Delhi,ROBBERY,23,X,Violent Crime
2022-06-09,13:45,Surat,DOMESTIC VIOLENCE,45,F,Violent Crime
2022-07-09,20:50,Meerut,VEHICLE - STOLEN,27,X,Violent Crime
2022-07-09,16:07,Srinagar,KIDNAPPING,39,M,Other Crime
2022-07-09,07:18,Meerut,CYBERCRIME,59,M,Other Crime
2022-07-09,07:18,Hyderabad,DOMESTIC VIOLENCE,31,M,Violent Crime
2022-07-09,22:29,Lucknow,HOMICIDE,78,X,Other Crime
2022-07-09,22:06,Thane,BURGLARY,23,M,Other Crime
2022-07-09,09:59,Kolkata,ASSAULT,72,F,Violent Crime
2022-07-09,23:32,Delhi,HOMICIDE,50,F,Other Crime
2022-08-09,04:58,Kolkata,SEXUAL ASSAULT,67,M,Violent Crime
2022-08-09,01:25,Hyderabad,HOMICIDE,24,F,Other Crime
2022-08-09,16:35,Hyderabad,DOMESTIC VIOLENCE,59,X,Violent Crime
2022-08-09,20:14,Meerut,ASSAULT,54,X,Violent Crime
2022-08-09,16:54,Agra,HOMICIDE,77,M,Other Crime
2022-08-09,07:28,Bhopal,CYBERCRIME,66,M,Other Crime
2022-08-09,02:55,Delhi,KIDNAPPING,38,X,Other Crime
2022-08-09,13:42,Bangalore,VEHICLE - STOLEN,30,F,Violent Crime
2022-08-09,20:26,Bangalore,SEXUAL ASSAULT,33,X,Violent Crime
2022-08-09,16:51,Agra,DRUG OFFENSE,34,F,Other Crime
2022-08-09,15:23,Ahmedabad,VEHICLE - STOLEN,65,X,Violent Crime
2022-09-09,07:32,Hyderabad,BURGLARY,15,X,Other Crime
2022-09-09,12:16,Nashik,ASSAULT,33,F,Violent Crime
2022-09-09,22:47,Meerut,ROBBERY,39,X,Violent Crime
2022-09-09,07:58,Lucknow,SEXUAL ASSAULT,47,F,Violent Crime
2022-09-09,05:09,Mumbai,DRUG OFFENSE,32,X,Other Crime
2022-09-09,10:04,Delhi,DRUG OFFENSE,14,M,Other Crime
2022-09-09,01:59,Mumbai,SEXUAL ASSAULT,75,X,Violent Crime
2022-09-09,01:54,Hyderabad,DRUG OFFENSE,26,M,Other Crime
2022-09-09,12:02,Lucknow,ROBBERY,17,X,Violent Crime
2022-10-09,02:32,Hyderabad,ROBBERY,70,X,Violent Crime
2022-10-09,21:53,Delhi,DOMESTIC VIOLENCE,61,X,Violent Crime
2022-10-09,00:34,Varanasi,VEHICLE - STOLEN,30,F,Violent Crime
2022-10-09,05:20,Ahmedabad,DOMESTIC VIOLENCE,57,F,Violent Crime
2022-10-09,03:57,Pune,BURGLARY,68,X,Other Crime
2022-10-09,05:47,Delhi,ROBBERY,16,X,Violent Crime
2022-10-09,17:00,Hyderabad,SEXUAL ASSAULT,46,F,Violent Crime
2022-10-09,04:46,Surat,VEHICLE - STOLEN,36,X,Violent Crime
2022-10-09,09:57,Bhopal,DRUG OFFENSE,56,X,Other Crime
2022-10-09,01:56,Pune,ASSAULT,50,X,Violent Crime
2022-10-09,16:48,Nagpur,CYBERCRIME,77,X,Other Crime
2022-10-09,11:29,Ahmedabad,BURGLARY,25,F,Other Crime
2022-11-09,19:08,Hyderabad,ASSAULT,52,X,Violent Crime
2022-11-09,12:21,Hyderabad,DRUG OFFENSE,21,M,Other Crime
2022-11-09,16:37,Kolkata,CYBERCRIME,76,M,Other Crime
2022-11-09,15:01,Chennai,BURGLARY,42,M,Other Crime
2022-11-09,09:51,Kolkata,KIDNAPPING,71,F,Other Crime
2022-11-09,18:39,Kalyan,DOMESTIC VIOLENCE,49,F,Violent Crime
2022-11-09,07:14,Hyderabad,SEXUAL ASSAULT,63,X,Violent Crime
2022-11-09,05:13,Mumbai,DRUG OFFENSE,31,F,Other Crime
2022-11-09,03:21,Mumbai,BURGLARY,12,F,Other Crime
2022-11-09,12:27,Ahmedabad,DRUG OFFENSE,68,F,Other Crime
2022-11-09,01:13,Mumbai,SEXUAL ASSAULT,77,F,Violent Crime
2022-11-09,17:12,Bangalore,DRUG OFFENSE,54,X,Other Crime
2022-12-09,06:45,Bangalore,KIDNAPPING,22,X,Other Crime
2022-12-09,20:29,Vasai,VEHICLE - STOLEN,37,F,Violent Crime
2022-12-09,18:43,Lucknow,ROBBERY,19,X,Violent Crime
2022-12-09,12:03,Chennai,ROBBERY,45,F,Violent Crime
2022-12-09,22:21,Kanpur,ASSAULT,75,F,Violent Crime
2022-12-09,20:24,Pune,CYBERCRIME,35,M,Other Crime
2022-12-09,22:56,Chennai,DRUG OFFENSE,14,M,Other Crime
2022-12-09,19:15,Mumbai,HOMICIDE,60,X,Other Crime
2022-12-09,10:55,Kanpur,DRUG OFFENSE,59,X,Other Crime
2022-12-09,13:53,Ghaziabad,HOMICIDE,63,X,Other Crime
2022-12-09,15:19,Pune,BURGLARY,49,F,Other Crime
2022-12-09,11:48,Mumbai,CYBERCRIME,56,M,Other Crime
2022-01-10,02:10,Chennai,DOMESTIC VIOLENCE,26,M,Violent Crime
2022-01-10,15:42,Delhi,DRUG OFFENSE,22,F,Other Crime
2022-01-10,08:28,Ghaziabad,ASSAULT,46,F,Violent Crime
2022-01-10,14:32,Delhi,HOMICIDE,30,M,Other Crime
2022-01-10,11:42,Mumbai,KIDNAPPING,72,X,Other Crime
2022-01-10,06:12,Hyderabad,ROBBERY,40,X,Violent Crime
2022-01-10,02:01,Bangalore,SEXUAL ASSAULT,75,F,Violent Crime
2022-01-10,10:55,Delhi,KIDNAPPING,24,X,Other Crime
2022-01-10,15:33,Kolkata,VEHICLE - STOLEN,38,X,Violent Crime
2022-01-10,18:05,Pune,CYBERCRIME,50,X,Other Crime
2022-01-10,22:21,Bangalore,DOMESTIC VIOLENCE,45,X,Violent Crime
2022-01-10,10:24,Bangalore,ASSAULT,77,F,Violent Crime
2022-01-10,00:31,Bangalore,VEHICLE - STOLEN,42,M,Violent Crime
2022-01-10,17:38,Kolkata,ASSAULT,31,M,Violent Crime
2022-01-10,16:11,Delhi,DOMESTIC VIOLENCE,45,X,Violent Crime
